	path	sentence
620	SP02-OTR002-08-A-095.wav	nyes rdung tshad med gtong ba'i skabs 
621	SP02-OTR002-01-A-0521.wav	kho pa'i dran shes nor yod 'dug 
622	SP02-OTR002-01-B-0161.wav	gangs ri'i rtse mor mtshon na 
623	SP02-OTR002-01-B-0544.wav	'on kyang khong gi 'dzum mdangs rnam 'gyur 'di byang chub sems dpa'i byams snying rje'i yi rang gi rnam pa de bas mang ba 'dug 
624	SP02-OTR002-06-A-123.wav	khyim gyi rnga dkar dang gla rtsi dgos med du stor ba red 
625	SP02-OTR002-01-A-1307.wav	'dzin skyong gi grub 'bras la bstod bsngags gtong gi yod par bsam gyi yod kyi red 
626	SP02-OTR002-01-B-1282.wav	'bri gung che tshang rin po cher rgyang grags dgon pa rdzas me spar nas gtor yod pa'i gnas tshul khag bris nas phul yod pa ste 
627	SP02-OTR002-01-A-0307.wav	lta klog bya rgyur brgyud bskur byas te  
628	SP02-OTR002-08-B-028.wav	thos pa dgas dngos su mthu btang ba red 
629	SP02-OTR002-02-C-164.wav	rgyal po la 
630	SP02-OTR002-01-A-1612.wav	gangs rin po che nas rgyal khams 'grim te phebs mkhan dge 'dun pa zhig 'phrad pa dang  
631	SP02-OTR002-04-A-078.wav	a ti sha su yin 'tshol zhib zhu bzhin yod pa red 
632	SP02-OTR002-01-B-0984.wav	stobs 'byor dbang shugs ldan pa'i ngang gnas shing  
633	SP02-OTR002-07-A-046.wav	khyod tshos sems khral gnang mi dgos 
634	SP02-OTR002-08-A-136.wav	gyon du thal ba spar gang khyer nas rgyug yong ste 
635	SP02-OTR002-01-A-0773.wav	de bas khas len ma byed rang byed kyi blo 'gug gi nus pa zhig ldan yod 
636	SP02-OTR002-02-C-208.wav	ci byed 'di byed med par lhag 
637	SP02-OTR002-01-B-0074.wav	nyin gcig la gangs skor cha tshang grub na  
638	SP02-OTR002-01-A-0814.wav	gcig stong dgu brgya lnga bcu nga dgu lo'i don 'gyur khrod nas  
639	SP02-OTR002-03-A-135.wav	slob sbyong mtha' chod pa byas te 
640	SP02-OTR002-01-B-0173.wav	yang na bsam blo zhig btang nas yod sa red 
641	SP02-OTR002-03-B-208.wav	nga tsho 'gro ”zer nas dar ma mdo sde dpon gyog rnams phebs grabs byed bzhin pa na 
642	SP02-OTR002-08-A-090.wav	khyed ma smad tshos mang na dmag drongs 
643	SP02-OTR002-08-B-157.wav	nang du slebs dus thos pa dga'i bsam par 
644	SP02-OTR002-06-A-146.wav	zhes rang nyid dmag la 'gro rgyu'i blo thag bcad 
645	SP02-OTR002-02-A-048.wav	spre'us khyod la gnod pa byed kyi mi 'dug gam zhes bshad 
646	SP02-OTR002-09-A-03.wav	bkra shis phun tshogs lo bcu drug tu son pa'i skabs 
647	SP02-OTR002-01-A-1757.wav	khong gis spo lags zhes 'bod pa dang  
648	SP02-OTR002-01-A-1587.wav	ya rabs spyod bzang med la de bas kun spyod med pa zhig mngon gyi 'dug pa dang  
649	SP02-OTR002-05-A-79.wav	nga la pan+di ta bla ma drug cu yod kyang 
650	SP02-OTR002-02-A-166.wav	mgo che zhing dpral ba 'bus la 
651	SP02-OTR002-06-A-064.wav	khro bo dpal ldan gyis kyang sems can de dag la byams brtse chen pos skad lugs ma 'dra ba zhig gis chos gsungs pa'i rnam pa lta bu byed kyi yod pa red 
652	SP02-OTR002-03-B-094.wav	nyin zhig lus la mda' gzhu thogs pa'i mi zhig gis mar pa'i gzim khang gi sgo brdungs te 
653	SP02-OTR002-02-C-009.wav	mkhas pa rnams kyi mtshan dangbzhugs gnas bcas tho 'god byas pa red 
654	SP02-OTR002-07-A-019.wav	sman las mkhas pa'i slob ma mang po gso sbyong mdzad cing  
655	SP02-OTR002-01-B-1439.wav	bkag 'gog gnang rogs zhes pa'i 'bod skul yi ge zhig bris myong yod 
656	SP02-OTR002-01-A-0718.wav	srol rgyun chas gos kyi gzab 'chor spras pa'i bud med nas  
657	SP02-OTR002-08-B-093.wav	yul 'dir ser ba sngar las ma grags pa zhig phob 
658	SP02-OTR002-06-B-003.wav	khro bo dpal ldan snga rjes su dmag la phyin pa dang 
659	SP02-OTR002-04-A-039.wav	jo bo bod du gdan zhu yong ba'i skyabs 'jug zhu rgyu yin lags na 
660	SP02-OTR002-08-A-032.wav	nga na tsha 'dis gtong rgyu min pa 'dra 
661	SP02-OTR002-03-B-226.wav	zhang pos phul ba'i rta la chibs nas phebs 
662	SP02-OTR002-01-A-0412.wav	pe cing du slebs nas  
663	SP02-OTR002-03-B-110.wav	gang ltar ngas lan 'khyol bar zhus yod 
664	SP02-OTR002-05-A-70.wav	jo bos shin tu gzab nan dang bcas lo tsa ba la gzigs bzhin 
665	SP02-OTR002-02-C-155.wav	nam gung rgyal po la gsang sngags kyi chos mang po gsungs shing 
666	SP02-OTR002-01-B-0793.wav	gang ltar khong lo kha shas sngon tshe las 'das zin pa red 
667	SP02-OTR002-01-B-1316.wav	rgyang grags dgon pa'i nye 'khris su yod pa'i gser gdung bcu gsum zhes pa 'di brjod srol la 
668	SP02-OTR002-02-B-147.wav	yul mkhar bsrungs shing sdig spyad kyang 
669	SP02-OTR002-02-B-149.wav	yul mkhar bsrungs pa don re chung 
670	SP02-OTR002-01-A-0368.wav	glo smon thang gi dmag 'thab nang mnyam zhugs byed mkhan gyi dmag dpon bcu grangs shig la  
671	SP02-OTR002-01-B-0247.wav	'on kyang bal yul gyi rgyal khongs yin zhing  
672	SP02-OTR002-01-A-1282.wav	bzo bcos gsar gtod byed dgos kyi med 
673	SP02-OTR002-01-A-0007.wav	mkhas pa g+holadi siten gnyis kas  
674	SP02-OTR002-01-A-0792.wav	gtso bo ni rig gnas gsar brje'i nang  
675	SP02-OTR002-01-B-0623.wav	rjes su dmag 'khrug gi rkyen pas rim pas bed med du gyur yod 
676	SP02-OTR002-01-B-0813.wav	gus mos da dung dgon pa de'i skor zhu 'dod byung pa dang  
677	SP02-OTR002-01-B-0371.wav	rgya gar dang bal yul nang yod pa'i btsan byol bod mi phon chen gnas sdod khul gyi gzhis chags su gle mi'i skad grags yod pa'i bal dang shing gi phor pa btsong sa'i  
678	SP02-OTR002-01-A-0226.wav	slob gso thob pa dang srol rgyun rig gzhung mu mthud gnas thub pa'i ched  
679	SP02-OTR002-05-A-14.wav	mthar dgung lo dgu bcu go brgyad pa'i thog sku zhi bar gshegs 
680	SP02-OTR002-07-A-013.wav	sman las mkhas pas snyan grags chen po gyur 
681	SP02-OTR002-01-B-1018.wav	dpe khrid dge rgan yang mnyam du med pa shes pa dang  
682	SP02-OTR002-01-A-0149.wav	kho par don dngos thog de min ming ngo ma zhig yod pa red 
683	SP02-OTR002-01-A-0971.wav	de dang 'dra ba'i rnam pa ri mo'i thog dang  
684	SP02-OTR002-01-B-0312.wav	da lta'i char de'i nang gi rnyog 'dzing gi rang bzhin la rtsad gcod bya thabs mi 'dug 
685	SP02-OTR002-05-A-29.wav	mnga' ris mtho lding gser gyi lha khang du sangs rgyas kyi bka' dang 
686	SP02-OTR002-08-A-040.wav	myang tsha dkar rgyan ma bu rnams yi chad dang blo pham gyis mnar te 
687	SP02-OTR002-02-A-149.wav	bran ka bza'i bu 'di chung dus nas ya rabs shig yin par ma zad 
688	SP02-OTR002-01-A-1717.wav	'on kyang da cha khong tshos 'gyod sems ngang dgongs sel thog nas 'khang ra byed kyi yod 
689	SP02-OTR002-01-B-0026.wav	rang nyid kyi smon 'dun gang bris pa 'di gzhan gyis mthong na ngo tsha po yong gi red snyam pa 'dug 
690	SP02-OTR002-01-A-0848.wav	gangs rin po che nas rgyal khams 'grim te phebs mkhan dge 'dun pa zhig 'phrad pa dang  
691	SP02-OTR002-01-B-1258.wav	bshad srol la 
692	SP02-OTR002-01-A-0166.wav	'on kyang 'di ni rgya nag dang bal yul gyi mtha' mtshams kyi rtsod rnyog gi gnad don zer ba yin pa brjod yod pa ste 
693	SP02-OTR002-01-B-0982.wav	mtsho sngon zhing chen yul shul khul gyi rdza stod rdzong la yod pa'i karma bka' rgyud kyi rge'u sna dgon pa'i bla ma yin zhing  
694	SP02-OTR002-01-A-1420.wav	da dung gsungs par 
695	SP02-OTR002-01-B-0790.wav	khong gis nga rang bskyar du sgrig gzhi'i nang phyir logs thub pa'i thabs shes yod pa sogs bshad myong yod 
696	SP02-OTR002-02-C-125.wav	rgyal pos bdud blon rnams kyi 'dod pa dang mthun pa'i bka' 'khrol ma gnang 
697	SP02-OTR002-01-A-1193.wav	gzi brjid kyi 'od mdangs 'phro bzhin yod pa 'dis  
698	SP02-OTR002-01-B-0698.wav	nya zin bcug pa 
699	SP02-OTR002-01-A-1141.wav	de bzhin gnas ri'i lho ngos kyi gle mi'i bod mi dang btsan byol gyi chos phyogs kyi dbu khrid 
700	SP02-OTR002-02-B-062.wav	phyi nyin rgyal pos blon po rnams dang 
701	SP02-OTR002-01-A-1663.wav	gal te dmigs bsal gyi gnas tshul 'phrad pa yin tshe sa mtshams sgo rgyab kyi yod la 
702	SP02-OTR002-08-A-164.wav	myang tsha dkar rgyan gyis shin tu gzab nan gyi ngang nas 
703	SP02-OTR002-09-A-54.wav	lan 'debs byed stangs 
704	SP02-OTR002-02-B-127.wav	chung ma longs la khyim gyi dpon byas nas sdod 
705	SP02-OTR002-03-B-011.wav	rgyun par mar pa la phrag dog dang 
706	SP02-OTR002-02-A-022.wav	bsngags brjod chen po byed sa'i byis pa zhig yin 
707	SP02-OTR002-01-A-0294.wav	dmar shog tshogs pas gso skyong byas pa'i grangs nyung mi rigs kyi phul byung mi sna zer ba'i  
708	SP02-OTR002-02-C-188.wav	rgya gar gyi pan+di ta gcig bod du gdan 'dren thabs bya dgos”dgongs kyi yod pa red 
709	SP02-OTR002-01-A-1599.wav	yul skor btsan rgyal ring lugs kyi bya spyod ldan pa'i stobs shugs 'di la yang  
710	SP02-OTR002-01-A-0793.wav	rtsa med bzos pa dang  
711	SP02-OTR002-01-A-0802.wav	da lta zhig gso zhus zin pa zer ba dang  
712	SP02-OTR002-01-A-0227.wav	da dung phru gu 'ga' shas mnyam du tshur khrid phebs rgyu'i thugs re gnang yod 
713	SP02-OTR002-01-B-0297.wav	rgya nag gi mi la zhed kyi 'dug gam zer ngas brjod pa yin 
714	SP02-OTR002-01-A-1623.wav	gzhan yul du btsan byol la phebs dgos byung pa'i rang rigs tsam ma yin par  
715	SP02-OTR002-01-A-1123.wav	gcig na mi tsho'i bsam yul du 'khor gyi yod kyi ma red 
716	SP02-OTR002-01-A-0678.wav	de min rtsam pa ni bod pa'i zas rigs gtso bo zhig yin pa ma zad 
717	SP02-OTR002-01-A-0385.wav	de yang sbrags khang gtso bo 'di'i kha sprod de rang la  
718	SP02-OTR002-01-B-0911.wav	khong mi tshe'i 'phen pa rdzogs nas lo mang 'gro yi yod rung  
719	SP02-OTR002-05-A-18.wav	nag tsho lo tsa bas 
720	SP02-OTR002-01-A-1300.wav	'jig rten pa'i 'tsho bar bstod glu len pa'i tshig rkang 'di gnyis rnyed yod pa mngon gsal dod pa red 'dug 
721	SP02-OTR002-01-A-1519.wav	de bzhin nye khor gyi khor yug la rnam 'gyur 'dzin stangs ni  
722	SP02-OTR002-03-A-151.wav	pan chen na ro pas phyag gnyis mar pa'i dbu la bzhag ste 
723	SP02-OTR002-04-A-012.wav	skabs de'i bod kyi mkhas pa dang lo tsa ba rnams kyis khong la slob dpon zhes ched brjod zhus yod 
724	SP02-OTR002-01-A-0376.wav	ya mtshan can gyi bal pos  
725	SP02-OTR002-01-B-1055.wav	khong gis khong tsho 'tshol bar rtsa ba nas 'gro yi med 
726	SP02-OTR002-05-A-74.wav	spyod lam ci byed kyang thams cad sangs rgyas kyis bcas pa mdzad pa'i 'dul khrims gzhi rtsa byas la 
727	SP02-OTR002-02-C-153.wav	yar klung gtsang po'i nang la bskyur ba red 
728	SP02-OTR002-01-B-1492.wav	spyod lam thad dmangs mgu ba 
729	SP02-OTR002-03-B-025.wav	mar pa bya ze shin tu ma dga' ba'i rnam 'gyur dang bcas 
730	SP02-OTR002-03-A-076.wav	grong pa khyim mtshes kun khyod la sdang nas dga' po byed mkhan med la 
731	SP02-OTR002-01-B-0075.wav	las sgrib cung yang ba mtshon pa brjod na yang  
732	SP02-OTR002-01-B-1475.wav	'gram lcag cig zhus pa zhig kyang chags kyi yod ces brjod yod 
733	SP02-OTR002-01-A-1731.wav	yul mis zhing kha'i nang nas 'bru brnga bsdu byed bzhin yod pa dang  
734	SP02-OTR002-01-A-0346.wav	khal zog khyu zhig gis mtshon cha 'khur te lho ngos phyogs su skyod yod 
735	SP02-OTR002-02-A-211.wav	pa gor he 'dod bza' tshang gnyis yod pa'i sar phebs 
736	SP02-OTR002-02-A-056.wav	yab kyis sras gnya' bar khur nas phyir khyim du slebs 
737	SP02-OTR002-02-A-156.wav	ba ro tsa na dgung lo brgyad du son pa'i skabs 
738	SP02-OTR002-02-B-084.wav	yab pa gor he 'dod kyis ba ro tsa na rgya gar du phebs rgyur bkag 'gog byas pa 
739	SP02-OTR002-01-A-1155.wav	de yang gu ge'i gna' shul gyi lha khang dmar po'i ldebs ris steng yod pa'i shon gyi zhabs bro dang gcig pa red 'dug 
740	SP02-OTR002-06-B-035.wav	khro bo dpal ldan dgon par phyin te 
741	SP02-OTR002-01-A-0141.wav	'on kyang de ni nang khul du 'grems spel byed pa zer ba'i deb rigs shig dang  
742	SP02-OTR002-05-A-31.wav	bsgyur zin pa khag la bskyar zhib dang zhus dag mdzad bzhin yod pa red 
743	SP02-OTR002-07-A-155.wav	rgya dkar nag sogs kyi sman pa mkhas pa rnams kyis 
744	SP02-OTR002-01-B-0652.wav	rin po che sa mtshams su phebs pa dang  
745	SP02-OTR002-01-A-1539.wav	da dung de snga'i lha sa grong khyer gzhung  
746	SP02-OTR002-01-A-1293.wav	gang 'dra yin rung shon gzhan nyi shu rtsa lnga yod pa nas gcig bed spyod byas na yang rtsa chen po red 
747	SP02-OTR002-07-A-068.wav	cis kyang bzhes rogs gnang 
748	SP02-OTR002-01-B-1235.wav	khong gis kyang gnas rir gangs skor du skyod pa'i lam thig thog gsar skrun zhus yod 
749	SP02-OTR002-06-A-059.wav	'on kyang khro bo dpal ldan rang nyid phyugs 'tsho ba la shin tu bzang bas 
750	SP02-OTR002-01-A-1698.wav	da dung zhib 'jug pa dang  
751	SP02-OTR002-06-A-095.wav	lam bar du rgyal po zhig gis mi nyes can bdun bzung ste 
752	SP02-OTR002-01-A-1439.wav	khong tsho'i thog ma'i kun slong ni  
753	SP02-OTR002-01-B-0545.wav	khong ni spyi lo 1946lo'i dbyar dus su sku 'khrungs shing  
754	SP02-OTR002-01-A-1591.wav	bcos ma'i byed stangs thog nas dran rten 'dra par len mkhan gyi yul skor ba de tshos  
755	SP02-OTR002-01-A-0990.wav	klog pa po zhig gi ngos nas gnas tshul zhib brjod byed stangs 'dir ha cang dga' po yong gi 'dug la 
756	SP02-OTR002-06-A-148.wav	yul mi rgan pa sems bzang can 'ga' shas la zur du chang drangs te 
757	SP02-OTR002-08-A-021.wav	rgyal khab phyi nang gi mi mang pos snyan ngag gi tshad gzhi mtho por brtsis te slob sbyong byed sa zhig tu gyur yod 
758	SP02-OTR002-01-A-0327.wav	mi dmangs bcings 'grol dmag gis khams pa'i gyon ru nas khong tsho phyir phud gtong rgyu byas yod 
759	SP02-OTR002-04-A-061.wav	da lan dka' ba che na'ang phar byon la 
760	SP02-OTR002-01-A-1047.wav	gong rim sku drag la 'khrab ston zhus pa'i skabs  
761	SP02-OTR002-01-A-0512.wav	ngo log zing 'khrug slong mkhan la phar rgol bya rgyur mos mthun byed dgos 
762	SP02-OTR002-01-A-0113.wav	bod rang skyong ljongs kyi sa mtshams nas brgyud pa'i bal yul dang rgya gar gyi mtha' mtshams 'di chags kyi yod 
763	SP02-OTR002-01-B-0823.wav	lo rgyus thog mtshan snyan grags pa'i lo tsa ba rin chen bzang pos phyag btab pa zhig red 
764	SP02-OTR002-01-B-0503.wav	gus mos khong su yin shes byung  
765	SP02-OTR002-01-A-0357.wav	dbang 'dus kyis mi bzhi bcu las grub pa'i  
766	SP02-OTR002-01-B-1262.wav	de'i nang dbyar dus theg chen bstan pa'i snying po nyams len dang  
767	SP02-OTR002-02-C-056.wav	rgyal po dang 
768	SP02-OTR002-06-A-159.wav	'gro 'dug mtha' dag dmag mi rgan pa rnams dang gcig mtshungs byed kyi yod stabs 
769	SP02-OTR002-01-B-0888.wav	mnga' ris khul gyi dgon pa mang po la sogs pa'i bod sa yongs nang gi dgon pa thams cad dngos gnas byas na rnam pa 'di ltar red 
770	SP02-OTR002-01-B-0584.wav	rtse ba dgon dang yang ri sgar dgon 
771	SP02-OTR002-06-B-051.wav	dge rgan gyi slob khrid nyan pa dang 
772	SP02-OTR002-01-A-0344.wav	dmag sgar gcig nas dmag sgar gzhan zhig la brgyud sprod byas pa dang  
773	SP02-OTR002-01-B-0753.wav	yang na gzhon lo chung gi sprul sku'i 'dzin grwa zer ba de'i nang nub pa rin po che yod pa dang  
774	SP02-OTR002-01-A-1270.wav	mdzes sdug ldan pa yid du 'ong ba'i zhabs bror 'gul stangs che drag na nor 'dzol yong rgyu zhes gsungs yod 
775	SP02-OTR002-05-A-81.wav	zhes pus mo'i lha nga sa la btsugs te 
776	SP02-OTR002-01-A-0954.wav	dus rgyun gang sar mthong rgyu yod pa zhig ma red 
777	SP02-OTR002-01-A-1827.wav	dbang sdem srid gzhung gis gang sar gnon shugs sprad pa dang  
778	SP02-OTR002-01-A-0175.wav	bod dang gor ga'i dmag 'khrug rjes la  
779	SP02-OTR002-01-B-0041.wav	'on kyang gnas ris smon lam 'debs pa tshang ma grub thub pa zhu yi med la 
780	SP02-OTR002-02-C-073.wav	ba ro tsa na phyir bod du phebs pa'i rjes 
781	SP02-OTR002-05-A-43.wav	thog ma jo bo dang khong gnyis stan mnyam pa tsam bshams yod kyang 
782	SP02-OTR002-01-A-1043.wav	lus kyi stod cha rgyab mdun gnyis su 'gul ba yin zhing  
783	SP02-OTR002-08-A-056.wav	gdung sems mnyam bskyed bya rgyu phar bzhag 
784	SP02-OTR002-01-A-0078.wav	sa mtshams brgal nas phar 'gro tshur 'ong byed mkhan la thad kar shugs rkyen thebs yod 
785	SP02-OTR002-01-B-0622.wav	sangs rgyas bcom ldan 'das kyis gnas der dus yun lo ngo 25ring dbyar gnas su bzhugs pa dang bka' chos gnang yod 
786	SP02-OTR002-02-C-107.wav	de ltar byed 
787	SP02-OTR002-01-A-0550.wav	gang ltar gus mo ni 'brel ba byed bde po med pa'i tshor snang skyen pa'i mi sna zer ba chags pas red 
788	SP02-OTR002-08-A-173.wav	nga mthu slob par 'gro rgyur a mar mos mthun yod tshe nga 'gro thub 
789	SP02-OTR002-01-A-0477.wav	'di ni rgyal po sbi ran ta ra dang rgya nag gnyis kyis mnyam las byas te  
790	SP02-OTR002-06-B-104.wav	ces lkog nas sdigs dmod gtong bzhin grub chen brtson 'grus seng+ge gtsang po nas blangs pa red 
791	SP02-OTR002-06-A-142.wav	a pha dang jo jo gnyis las nga gzugs dang lus stobs che bas 
792	SP02-OTR002-01-A-0373.wav	tshigs khebs 
793	SP02-OTR002-03-B-036.wav	mar pas byams brtse'i nyams dang bcas 
794	SP02-OTR002-06-A-041.wav	rgyun par ra lug gi rdzi por phebs 
795	SP02-OTR002-01-B-0646.wav	la dwags kyi mi dmangs tsho chos sems dkar po 'dug la 
796	SP02-OTR002-04-A-069.wav	der bod kyi spyi khang zhig yod pa'i nang rgya brtson 'grus seng+ge bzhugs pa'i sar phebs te 
797	SP02-OTR002-01-A-1924.wav	ga ge mo dang gsang bya dam po byed pa'i nyo tshong yod med nga tsho ngos nas sus kyang shes kyi med 
798	SP02-OTR002-01-A-1747.wav	dang thog ngas gzab nan byas pa yin 
799	SP02-OTR002-08-A-030.wav	rang nyid na tsha des gtong rgyu min pa gsal po shes kyi yod stabs 
800	SP02-OTR002-08-B-109.wav	thos pa dgas yul skya rnga rtsa la ser drag phab pa rang gi 'dod pa ltar byung bas 
801	SP02-OTR002-01-A-0107.wav	smad cha 
802	SP02-OTR002-01-A-0903.wav	'tsho ba'i gnas stangs yag po yod pa yin rung  
803	SP02-OTR002-01-A-0564.wav	rig gzhung gi brtsams chos yin pas 
804	SP02-OTR002-03-A-072.wav	rtag tu skyo nyams dang bcas sdod kyi yod pa red 
805	SP02-OTR002-01-B-1423.wav	dam bca' sna tshogs pa'i nang mi tshe gcig ring dkar zas brten nas srog gcod mi byed pa'i dam bca' sogs tshud yod 
806	SP02-OTR002-01-B-1447.wav	pe cing la rten gzhi byas pa'i go'o h+pheng tshong gnyer tshogs pa'i khongs su gtogs pa'i  
807	SP02-OTR002-01-B-0157.wav	sngo mdog gi brag rim bar la gangs ri'i rtse mo nas gsham la lhung pa'i gangs thig re re bzhin sre nas 'dug cing  
808	SP02-OTR002-01-A-0145.wav	bal yul yod pa'i rgya nag gzhung tshab sogs byed myong yod pa ma zad 
809	SP02-OTR002-01-A-1246.wav	srol rgyun gyi shon gyi zhabs bro 'di bzhin ha lam rkang bro'i zlos gar lta bur sgrig nas  
810	SP02-OTR002-01-A-0472.wav	rgyun chad med par skad 'bod rgyab ste 
811	SP02-OTR002-08-A-078.wav	nged ma bu rnams la phyir rtsis sprod gnang rogs” zer nas bshad 
812	SP02-OTR002-05-A-69.wav	zhus pa na 
813	SP02-OTR002-01-B-1321.wav	thengs shig sud si nas yin pa'i bza' tshang 'di dang mjal skabs  
814	SP02-OTR002-07-A-001.wav	gyu thog yon tan mgon po 
815	SP02-OTR002-01-A-1532.wav	dper na 
816	SP02-OTR002-01-A-1673.wav	pha yul dang kha bral nas btsan byol gyi dka' sdug tshad med myong dgos byung med 
817	SP02-OTR002-01-A-0110.wav	de ni bal yul gyis rgya gar dang rgya nag dbar la zam pa lta bu'i 'brel mthud nus pa thon bzhin yod pa de yin zhing  
818	SP02-OTR002-01-A-1041.wav	dal po'i ngang 'gul skyod byed dgos pa nan brjod byed kyi yod pa de yang pus mo'i brkyang bskum byed stangs dang  
819	SP02-OTR002-03-B-235.wav	zhan zer ba'i lung pa zhig tu slebs 
820	SP02-OTR002-01-B-1372.wav	'dus byas chos rnams de ltar lta zhes pa 'di red  
821	SP02-OTR002-01-B-1099.wav	nga'i sangs rgyas kyi byams snying rje dang  
822	SP02-OTR002-01-A-0130.wav	'di ni rgya nag dmar shog gi dmag mis sa mtshams nas khe lo rmi dar gnyis 'gal nas zin pa'i sa yin pa dang  
823	SP02-OTR002-07-A-042.wav	gyu thog pa'i sar bcar te sman bcos zhus pa red 
824	SP02-OTR002-08-A-029.wav	yab mi la shes rab rgyal mtshan gyis 
825	SP02-OTR002-01-B-1253.wav	de'i bzo lta ni rdo brtsigs las grub pa'i mkhar gyi pho brang 'di 'gying nger gnas yod pas 
826	SP02-OTR002-04-A-109.wav	bod kyi chos rgyal khu dbon dang 
827	SP02-OTR002-08-A-042.wav	skabs der myang tsha dkar rgyan gyis snying la rus pa bcug ste 
828	SP02-OTR002-01-A-1007.wav	klu yi yul 
829	SP02-OTR002-01-A-1619.wav	kha thor du 'gro bzhin yod pa  
830	SP02-OTR002-08-C-152.wav	log lta skad cig tsam yang skyes myong med 
831	SP02-OTR002-01-A-1191.wav	byang chub ljon shing 'og tu sangs rgyas pa'i par ris 'di  
832	SP02-OTR002-01-A-0826.wav	de'i dbus kyi sa khul la chags pa'i dbal rtse yul tsho nas gnas spo byed mkhan nyung nyung yin zhing  
833	SP02-OTR002-01-B-0257.wav	gle mi'i lung shur 'di spyi lo 1961lo'i sngon bod kyi khongs gtogs red dam zer ngas khong la dris pa yin 
834	SP02-OTR002-01-A-0372.wav	gur chen po zhig brgyab nas de'i nang du dbang 'dus kyi mtshon srung dang chu tshod 
835	SP02-OTR002-06-A-063.wav	rgyun par khro bo dpal ldan gyi mtha' skor du 'dus nas sdod kyi yod pa dang 
836	SP02-OTR002-01-A-0430.wav	bal yul gyi btson khang nang slob sbyong gnang pa zhig red 'dug 
837	SP02-OTR002-03-B-236.wav	de ni lam gyi phyogs gcig na brag la chu 'thab pa 
838	SP02-OTR002-01-B-0891.wav	yang gle mi khul gyi rin chen gling dgon pa don dngos thog rgyang thag ring po ma red 
839	SP02-OTR002-01-A-0779.wav	phal cher rtsa ba nas mthong rgyu med pa chags yod kyi red la 
840	SP02-OTR002-01-B-1264.wav	ngo mtshar gyi gtam rgyud sna tshogs bzhag yod pa red 
841	SP02-OTR002-01-B-0231.wav	spo lags da lta khe da man rdu'i dgon pa'i zhig nang yod ces  
842	SP02-OTR002-08-B-061.wav	las rgyu 'bras mi bslu ba red 
843	SP02-OTR002-08-B-082.wav	dang po yang khyed tshang gi byed phyogs ngan pa'i dbang gis nga tsho la chag sgo 'di byung ba red 
844	SP02-OTR002-08-B-078.wav	nga rang da lta rang shi yang 'gyod pa med 
845	SP02-OTR002-02-C-119.wav	rgyal po chen pos mi ngan 'di gsod pa'i bka' yod par zhu ”zer ba na 
846	SP02-OTR002-09-A-44.wav	rgyun par nam phyed phar bskyal 
847	SP02-OTR002-02-C-135.wav	blon po mang che ba kho'i dbang shugs 'og tu phyin te 
848	SP02-OTR002-01-A-0212.wav	dbul phongs yin rung skyid snang dod po yod pa'i mang tshogs dang  
849	SP02-OTR002-03-B-143.wav	rgan mo ma ki 'dra ba tsho yang 'gro na 
850	SP02-OTR002-08-C-116.wav	chos sgrub pa'i mthun rkyen yang ngas ster 
851	SP02-OTR002-01-B-1415.wav	snga mo kha skom par brten rgyug chu'i 'gram la sgur tsam byas te chu 'thung pa'i dbang gis  
852	SP02-OTR002-06-A-100.wav	mi bdun po 'di'i lus srog la gnod pa med par mkhyen 
853	SP02-OTR002-03-B-083.wav	mar pa'i slob mar gyur te chos sgor zhugs pa yang shin tu mang po byungba red 
854	SP02-OTR002-03-B-154.wav	sras kyis yum mthong ba dang 
855	SP02-OTR002-02-C-138.wav	ngam ta ra klu gong blon po rnams kyi khrod nas yar langs te 
856	SP02-OTR002-02-C-242.wav	bod kyi skye 'gro la phan thogs nges kyi pan+di ta zhig spyan 'dren thub par zhu nges yin ”zhus par 
857	SP02-OTR002-08-A-049.wav	a phas mngags cha gnang ba ltar 
858	SP02-OTR002-01-A-1398.wav	phan tshun 'gal zla yod pa'i thog nas bshad na 'grig gi ma red 
859	SP02-OTR002-01-B-1242.wav	sa cha 'dir ga ljang gyu lo rdzong mkhar yang 'bod kyi yod 'dug 
860	SP02-OTR002-01-B-0630.wav	spyi lo 2015lor dbu btsugs gnang ste lo ltar  
861	SP02-OTR002-01-B-1068.wav	gzhogs phar phyogs su yod kyi red snyam nas  
862	SP02-OTR002-01-A-1625.wav	mtshan mo gcig gi nang  
863	SP02-OTR002-02-C-006.wav	phyi bshol med par zla ba mang por gom bgrod kyis rgya gar du byon pa red 
864	SP02-OTR002-01-B-1167.wav	de bas gal che ba zhig ni 
865	SP02-OTR002-01-A-0838.wav	'dir gang ltar yul tsho zhig yin pas slob gso'i yar rgyas thog ma gdeng pa yod pa dang  
866	SP02-OTR002-01-B-0184.wav	gangs rin po che ni nor bu'i nang gi nor bu zhig red 
867	SP02-OTR002-01-A-1450.wav	rang nyid la dbang ba byed kyi yod pa ste 
868	SP02-OTR002-01-A-0102.wav	gtan 'bebs 'dis mtha' mtshams kyi yul mi mang por tshong don brgyud de las ka thob pa byung yod ces 'dug 
869	SP02-OTR002-01-B-0115.wav	de bzhin gnas ri'i lho ngos kyi gle mi'i bod mi dang btsan byol gyi chos phyogs kyi dbu khrid 
870	SP02-OTR002-01-A-0517.wav	bod kyi ngo log zing 'khrug slo+ong mkhan yongs rdzogs rtsa med gtsang sel bzos pa zer deb nang bkod yod 
